Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,Alt_culture_names,Arensberg-Lomax_clusters,Focal_years,C_sample_size,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,Lang_Family_Tree,ISO_code,Glottocode,Country,culture_id,D-Place_Id,People/Culture
17.48,23.46,15.42,22.93,Africa,Northern Africa,E Sahara,E Chad/ W Sudan,Zaghawa,Zakhawa; Beri,African Pastoralists,1967,15.0,Warm Desert,BWh,,,Beria,Saharan,"Saharan, Eastern Saharan",ISO 639-3: zag,zagh1240,Chad,29228,,
12.05,23.64,13.47,24.59,Africa,Northern Africa,E Sahel,"Darfur, W Sudan",Fur,Fora; Fordunga; Furawi; Konjara; Kungara,Tropical Gardeners,1967,2.0,Arid Steppe Hot,BSh,AH-Savannah,scfal824,Fur,Furan,"Nilo-Saharan, Furan",ISO 639-3: fvr,furr1244,Sudan,15566,,
11.02,29.72,11.98,30.74,Africa,Northern Africa,E Sahel,"Nuba Mtns, Sudan",Hjare,,Old Eurasia,1967,2.0,Arid Steppe Hot,BSh,,,Kadugli,Kadugli-Krongo,"Kadugli-Krongo, Central-Western Kadugli-Krongo, Katcha-Kadugli-Miri-Kanga, Katcha-Kadugli-Miri",,kadu1257,Sudan,22861,,
10.79,29.71,11.98,30.74,Africa,Northern Africa,E Sahel,"Nuba Mtns, Sudan",Katch,,Old Eurasia,1967,2.0,Arid Steppe Hot,BSh,,,Katcha,Kadugli-Krongo,"Kadugli-Krongo, Central-Western Kadugli-Krongo, Katcha-Kadugli-Miri-Kanga, Katcha-Kadugli-Miri",,katc1250,Sudan,22863,,
11.09,29.53,11.98,30.74,Africa,Northern Africa,E Sahel,"Nuba Mtns, Sudan",Mirri,,Old Eurasia,1967,4.0,Arid Steppe Hot,BSh,,,Miri,Kadugli-Krongo,"Kadugli-Krongo, Central-Western Kadugli-Krongo, Katcha-Kadugli-Miri-Kanga, Katcha-Kadugli-Miri",,miri1267,Sudan,22865,,
12.11,29.43,11.98,30.74,Africa,Northern Africa,E Sahel,"Nuba Mtns, Sudan",Salar,,Old Eurasia,1967,3.0,Arid Steppe Hot,BSh,,,Lagowa,Dajuic,"Dajuic, Nyala Dajuic, Dar Fur Daju",,lago1242,Sudan,22867,,
10.64,30.38,11.98,30.74,Africa,Northern Africa,E Sahel,"Nuba Mtns, Sudan",Talodi,,Old Eurasia,1967,8.0,Arid Steppe Hot,BSh,,,Narrow Talodi (language isolate),Narrow Talodi (language isolate),Isolated language,,narr1279,Sudan,22868,,
34.13,-4.55,31.52,-6.85,Africa,Northern Africa,Maghreb,"Atlas Mountains, Morocco",Moroccan Berbers,Amazighs; Imazighen,Old Eurasia,1952; 1967; 1959-61,12.0,Warm Mediterranean,Csa,PA-Middle East,scfal1174; scfal1204,Riffian,Afro-Asiatic,"Afro-Asiatic, Berber, Zenatic, Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber",,riff1234,Morocco,21737,,
29.26,0.23,29.35,0.39,Africa,Northern Africa,Maghreb,"Gourara Reg, C Algeria",Gourara Berbers,"Twareg, Touareg",Old Eurasia,1975,5.0,Warm Desert,BWh,PA-Middle East,,Gourara,Afro-Asiatic,"Afro-Asiatic, Berber, Zenatic, Northern Saharan Oasis Berber, Sud Oranais-Gourara",,gour1247,Algeria,12084,,"The Tuareg are Berbers who live as semi-nomadic pastoralists in Adrar des Iforas, southern Algeria and Gourara, Timimoun in northern and central Algeria. Historically they once controlled the caravan trade routes across the Sahara. Their economy is based on breeding livestock, agriculture, growing mostly sugarcane and cotton, and trade. They still practice their indigenous religion, believing that most spirits are evil and cause illness. Spirits, called jinn, are believed to play tricks on people who travel the desert. Tuareg women have great freedom and participate in family and tribal decisions and do not wear veils. Their myths speak of female ancestors who founded their traditions which are expressed through traditional music, poetry, and song performed and danced by men and women. In one traditional dance, men on camels circle women who play drums and chant."
29.26,0.23,29.35,0.39,Africa,Northern Africa,Maghreb,"Gourara Reg, C Algeria",Sudanese Gourara,,Old Eurasia,1975,1.0,Warm Desert,BWh,PA-Middle East,,Gourara,Afro-Asiatic,"Afro-Asiatic, Berber, Zenatic, Northern Saharan Oasis Berber, Sud Oranais-Gourara",,gour1247,Algeria,26195,,"The Tuareg are Berbers who live as semi-nomadic pastoralists in Adrar des Iforas, southern Algeria and Gourara, Timimoun in northern and central Algeria. Historically they once controlled the caravan trade routes across the Sahara. Their economy is based on breeding livestock, agriculture, growing mostly sugarcane and cotton, and trade. They still practice their indigenous religion, believing that most spirits are evil and cause illness. Spirits, called jinn, are believed to play tricks on people who travel the desert. Tuareg women have great freedom and participate in family and tribal decisions and do not wear veils. Their myths speak of female ancestors who founded their traditions which are expressed through traditional music, poetry, and song performed and danced by men and women. In one traditional dance, men on camels circle women who play drums and chant."
36.7,4.05,36.61,5.51,Africa,Northern Africa,Maghreb,"Kabylie Reg, N Algeria",Kabyle,Iqvayliyen,Old Eurasia,1913-53,2.0,Warm Mediterranean,Csa,PA-Middle East,scfal1158,Kabyle,Afro-Asiatic,"Afro-Asiatic, Berber, Kabyle-Atlas Berber",ISO 639-3: kab,kaby1243,Algeria,17766,,
31.06,-7.92,28.33,-10.96,Africa,Northern Africa,Maghreb,S W Morocco,Shilha,Shluh,Old Eurasia,1955; 1957; 1959-61; 1960s,11.0,Warm Desert,BWh,PA-Middle East,scfal1188,Tachelhit,Afro-Asiatic,"Afro-Asiatic, Berber, Kabyle-Atlas Berber, Atlas Berber",ISO 639-3: shi,tach1250,Morocco,25444,,
28.98,-10.05,19.14,4.33,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Moroccan Tuareg,Twareg,African Pastoralists,1955,2.0,Warm Desert,BWh,,,Tuareg,Afro-Asiatic,"Afro-Asiatic, Berber",ISO 639-3: tmh,tuar1240,Morocco,62298,,"The Tuareg are Berbers who live as semi-nomadic pastoralists in Adrar des Iforas, southern Algeria and Gourara, Timimoun in northern and central Algeria. Historically they once controlled the caravan trade routes across the Sahara. Their economy is based on breeding livestock, agriculture, growing mostly sugarcane and cotton, and trade. They still practice their indigenous religion, believing that most spirits are evil and cause illness. Spirits, called jinn, are believed to play tricks on people who travel the desert. Tuareg women have great freedom and participate in family and tribal decisions and do not wear veils. Their myths speak of female ancestors who founded their traditions which are expressed through traditional music, poetry, and song performed and danced by men and women. In one traditional dance, men on camels circle women who play drums and chant."
16.92,7.67,19.14,4.33,Africa,Northern Africa,Maghreb/ W Sahara,Algeria/ Burkina Faso/ S W Libya/ Mali/ S Morocco/ Niger,Tuareg,Twareg; Touareg; Imuhagh; Hoggar,Old Eurasia,1948; 1960; 1963,13.0,Warm Desert,BWh,P-Camel Nomads,scfal1049,Tuareg,Afro-Asiatic,"Afro-Asiatic, Berber",ISO 639-3: tmh,tuar1240,Niger,27545,,"The Tuareg are Berbers who live as semi-nomadic pastoralists in Adrar des Iforas, southern Algeria and Gourara, Timimoun in northern and central Algeria. Historically they once controlled the caravan trade routes across the Sahara. Their economy is based on breeding livestock, agriculture, growing mostly sugarcane and cotton, and trade. They still practice their indigenous religion, believing that most spirits are evil and cause illness. Spirits, called jinn, are believed to play tricks on people who travel the desert. Tuareg women have great freedom and participate in family and tribal decisions and do not wear veils. Their myths speak of female ancestors who founded their traditions which are expressed through traditional music, poetry, and song performed and danced by men and women. In one traditional dance, men on camels circle women who play drums and chant."
-14.64,24.95,-17.36,23.61,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,Lotse; Rotse,Tropical Gardeners,1957,10.0,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal874,Lozi,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Southern Bantu-Makua, Sotho-Makua-Venda, Sotho, Sesotho-Lozi",ISO 639-3: loz,lozi1239,Zambia; Zimbabwe,20098,,
-17.81,25.18,-15.54,30.42,Africa,Southern Africa,C Southern Africa,Mozambique/ S Zambia/ N Zimbabwe,Tonga (Zambia & Zimbabwe),,Tropical Gardeners,1957,4.0,Humid Subtropical,Cwa,AH-Savannah,scfal943,Tonga (Zambia)/ Chitonga/ Zambezi,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu, Botatwe, Central Eastern Botatwe, Kafue",ISO 639-3: toi,tong1318,Zambia; Zimbabwe,28172,,
-32.68,28.37,-32.42,26.44,Africa,Southern Africa,Coastal Southern Africa,"Eastern Cape Prov, South Africa",Xhosa Ngqika,Gaika,Tropical Gardeners,1957,3.0,Temperate Oceanic,Cfb,,,Xhosa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Nguni, Southern Ndebele-Lowland",ISO 639-3: xho,xhos1239,South Africa,28821,,
-31.04,28.08,-33.8,23.55,Africa,Southern Africa,Coastal Southern Africa,"Eastern Cape Prov/ Western Cape Prov, South Africa",Xhosa,AmaXhosa,Tropical Gardeners,1957,8.0,Humid Subtropical Oceanic Highland,Cwb,AH-Savannah,scfal959,Xhosa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Nguni, Southern Ndebele-Lowland",ISO 639-3: xho,xhos1239,South Africa; Zimbabwe,28810,,
-24.83,34.11,-22.82,34.66,Africa,Southern Africa,Coastal Southern Africa,"Inhambane Prov, S E Coastal Mozambique ",Chopi,Cicopi; Copi; Shichopi; Txopi,Tropical Gardeners,1949; 1963; 1965,10.0,Tropical Savannah,Aw,,,Chopi,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu, Southern Bantu-Makua",ISO 639-3: cce,chop1243,Mozambique,13806,,
-25.33,31.35,-28.73,30.59,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,AmaZulu,Tropical Gardeners,1957,9.0,"Temperate Oceanic, Humid Subtropical Oceanic Highland","Cfb, Cwb",AH-Savannah,scfal964,Zulu,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Southern Bantu-Makua, Nguni, Southern Ndebele-Lowland, Zulu-Xhosa",ISO 639-3: zul,zulu1248,Mozambique; South Africa; Tanzania; Zambia; Zimbabwe,29360,,
-31.33,29.25,-31.31,29.57,Africa,Southern Africa,Coastal Southern Africa,"Pondoland, Eastern Cape Prov, South Africa",Pondo Xhosa,AmaMpondo; Mpondo,Tropical Gardeners,1957,2.0,Temperate Oceanic,Cfb,AH-Savannah,scfal913,Xhosa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu, Nguni-Tsonga, Zulu-Xhosa",ISO 639-3: xho,xhos1239,South Africa,23882,,
-20.12,33.17,-16.88,33.87,Africa,Southern Africa,E Southern Africa,C Malawi/ C Mozambique/ E Zimbabwe ,Ndau,,Tropical Gardeners,1951; 1955; 1957; 1963,11.0,Humid Subtropical,Cwa,AH-Savannah,scfal895,Ndau,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Shona, Core Shona",ISO 639-3: ndc,ndau1241,Mozambique,22276,,
-11.78,37.41,-14.05,31.33,Africa,Southern Africa,E Southern Africa,Malawi/ Mozambique/ Tanzania/ Zambia/ Zimbabwe,Ngoni Zulu,,Tropical Gardeners,1957,1.0,"Humid Subtropical, Tropical Savanna","Cwa, Aw",AH-Savannah,scfal897,Zulu,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Southern Bantu-Makua, Nguni-Tsonga, Nguni, Southern Ndebele-Lowland, Zulu-Xhosa",ISO 639-3: zul,zulu1248,Malawi; Mozambique; Tanzania; Zambia,22573,,
-30.44,27.91,-29.85,28.23,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,Basotho; Basuto,Tropical Gardeners,1957,10.0,Humid Subtropical Oceanic Highland,Cwb,AH-Savannah,scfal931,Sotho,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, East Bantu, Southern Bantu-Makua, Sotho-Tswana",,soth1252,Lesotho,25917,,
-15.39,31.35,-14.79,32.97,Africa,Southern Africa,E Southern Africa,"Tete Reg, Mozambique/ Eastern Prov, Zambia",Nsenga,,Tropical Gardeners,1961,5.0,"Humid Subtropical, Tropical Savanna","Cwa, Aw",AH--Tropical Forest,,Nsenga,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Bantoid, East Bantu, Sabi",ISO 639-3: nse,nsen1242,Mozambique; Zambia,22848,,
-31.61,29.51,-31.6,28.96,Africa,Southern Africa,E Southern Africa,"Thembuland, Eastern Cape Prov, South Africa",Thembu Xhosa,Tembu,Tropical Gardeners,1957,1.0,Temperate Oceanic,Cfb,AH-Temperate,,Xhosa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu",ISO 639-3: xho,xhos1239,South Africa,26797,,
-17.36,30.19,-19.44,29.87,Africa,Southern Africa,E Southern Africa,Zimbabwe,Shona Karanga,Southern Shona,Tropical Gardeners,1949; 1951; 1957,13.0,Humid Subtropical,Cwa,AH-Savannah,scfal926,Shona,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Narrow Bantu, Central Shona",ISO 639-3: sna,shon1251,Zimbabwe,25466,,"The Shona Karanga are a group of Bantu people in Zimbabwe and neighboring countries. They have strong kinship connections and are traditionally subsistence farmers, growing maize, yams, beans, bananas, and herding cattle and goats. The dominant feature of Shona religion is the belief in animism and ancestor worship. Ancestors communicate through spirit mediums to protect their descendants. They also believe in Mwari, the supreme creator who rules over all spirits. Shona are known for their artistic abilities in creating stone sculptures, pottery, and ironwork."
-21.52,26.02,-20.54,20.57,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Khwe,Kxoe; Khoe; Khoe-dam; Khwedam; Bushman; Ani,African Gatherers,1982,5.0,Semi Arid Steppe Hot,BSh,C-Africa,,Kxoe,Khoe-Kwadi,"Khoe-Kwadi, Khoe, Non-Khoekhoe, West-Kxoe, Kxoe-Ani",ISO 639-3: xuu,kxoe1243,Angola; Botswana; Namibia; South Africa; Zambia,30013,,
-19.41,13.91,-17.09,12.6,Africa,Southern Africa,W Southern Africa,W Angola/ W Namibia,Himba,OvaHimba,African Gatherers,1995,3.0,Warm Desert,BWh,AH-Desert,,OtjiHimba (dialect of Herero),Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njila, Kunene, Cimbebasia, Herero",ISO 639-3: her,here1253,Namibia,16787,,
6.46,0.81,6.97,1.14,Africa,West Africa,Benin/ Ghana/ Togo,S W Benin/ S E Ghana/ S Togo,Ewe,Eʋe; Eʋeawó,Tropical Gardeners,,1.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal739,Ewe,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Gbe, Eweic",ISO 639-3: ewe,ewee1241,Ghana,30163,,
7.15,1.66,6.89,2.28,Africa,West Africa,Benin/ Nigeria/ Togo,S Benin/ S W Nigeria/ Togo,Fon,Fon nu; Dahomey,Tropical Gardeners,1952;,12.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal741,Fon,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Gbe, Fongbeic",ISO 639-3: fon,fonn1241,Benin,15390,,
8.97,0.82,10.7,0.99,Africa,West Africa,Benin/ Togo,N W Benin/ N Togo,Kabiyé,Kabiye; Cabrai; Kabiemba; Kabrema; Kabye,Tropical Gardeners,1948,1.0,Tropical Savannah,Aw,AH-Sudan,scfal635,Kabiyé,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Gur, Grusi, Kabiyeic",ISO 639-3: kbp,kabi1261,Togo,17755,,
6.35,-1.33,6.92,-1.61,Africa,West Africa,Ghana,"Ashanti Reg, S C Ghana",Ashanti,"Asante; Asanti; Asantefo, Akuapem, Fante",Tropical Gardeners,1979,4.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal711,Twi,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Tano, Akanic, Akan",ISO 639-3: twi,twii1234,Ghana,30167,,
7.94,-1.02,5.55,-0.26,Africa,West Africa,Ghana,Ghana Coast,Ghana: Urban,Ghanaian,Tropical Gardeners,1963,1.0,Tropical Savannah,Aw,AH-Waterside,,Akan,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Tano, Akanic",ISO 639-3: aka,akan1250,Ghana,15868,,
5.13,-1.27,5.13,-1.41,Africa,West Africa,Ghana/ Ivory Coast,C Ghana Coast/ Ivory Coast,Fante,Fanti; Mfantsefo,Tropical Gardeners,1993; 2000,3.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal740,Fante,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Tano, Akanic, Akan ",ISO 639-3: fat,fant1241,Ghana,15280,,
14.35,-3.61,13.69,-2.96,Africa,West Africa,Interior West Africa,"Central Plateau, Mali/ Burkina Faso",Dogon,Dogom,Tropical Gardeners,1956; 1965;,14.0,Semi Arid Steppe Hot,BSh,AH-Sudan,scfal619,Dogon (language isolate),Dogon (language isolate),Islolated language,,dogo1299,Burkina Faso; Mali,14675,,"The Dogon live in the central plateau region of Mali and build their dwellings along the sides of the Bandiagara Escarpment, a sandstone cliff as high as 1,640 feet that divides their land. They are subsistence farmers who grow millet, sorghum, rice, and vegetables and raise goats, sheep, and chickens. They live in villages headed by the Hogon, a spiritual leader elected among the oldest men of the village. The Dogon are known for their masks, which represent the first human beings, and for their sacred sculptures and architecture."
12.82,-15.65,10.22,-8.04,Africa,West Africa,Interior West Africa,E Guinea/ N Ivory Coast/ S Mali,Malinke,Mandinka; Mandinko; Mandingo,Tropical Gardeners,1929; 1940; 1951; 1952; 1954,11.0,Tropical Savannah,Aw,AH-Sudan,scfal663,Mandinka,Mande,"Mande, Central Mande, Manding, West Manding",ISO 639-3: mnk,mand1436,Burkina Faso; The Gambia; Guinea; Guinea-Bissau; Ivory Coast; Liberia; Mali; Mauritania; Niger; Senegal; Sierra Leone,20615,,
9.94,-9.69,8.5,-10.07,Africa,West Africa,Interior West Africa,N Guinea/ N Liberia,Loma,Toma; Loghoma; Looma; Lorma,Tropical Gardeners,1954; 1952-53,10.0,Tropical Savannah,Aw,AH-Sudan,scfal696,Toma,Mande,"Mande, Western Mande, Mende-Loma, Loma",ISO 639-3: tod,toma1245,Guinea; Liberia,27314,,
12.04,-9.99,12.36,-9.04,Africa,West Africa,Interior West Africa,S Mali/ Burkina Faso/ Guinea/ Senegal ,Bambara,Bamana; Banmana,Tropical Gardeners,1934; 1960's; 1991-92,18.0,Tropical Savannah,Aw,AH-Savannah,scfal800,Bambara,Mande,"Mande, Western Mande, Central Mande, Manding, East Manding",ISO 639-3: bam,bamb1269,Burkina Faso; Guinea; Mali; Senegal,11529,,
11.15,8.78,13.13,7.19,Africa,West Africa,Interior West Africa,S Niger/ N Nigeria,Hausa Kanawa,Hausawa; Haoussa; Mgbakpa; Kado; Al-Takari; Abakwariga,Tropical Gardeners,1963,3.0,Semi Arid Steppe Hot,BSh,,,Kano,Afro-Asiatic,"Afro-Asiatic, Chadic, West Chadic, Hausa",ISO 639-3: hau,kano1249,Niger; Nigeria,16589,,
11.15,8.78,13.13,7.19,Africa,West Africa,Interior West Africa,S Niger/ N Nigeria,Hausa Unspecified,Hausawa; Haoussa; Mgbakpa; Kado; Al-Takari; Abakwariga,Tropical Gardeners,1958-59,2.0,Semi Arid Steppe Hot,BSh,AH-Sudan,scfal631,Hausa,Afro-Asiatic,"Afro-Asiatic, Chadic, West Chadic, Hausa",ISO 639-3: hau,haus1257,Niger; Nigeria,62528,,"The largest ethnic group in West Africa and one of the largest in Africa, the Hausa are racially diverse but culturally related and are based in the Sahelian and Sudanian areas of northern Nigeria and southeastern Niger. Most live in small villages or towns where they grow crops, raise livestock and engage in trade. Islam is the principal religion, although some still practice Maguzawa, African Traditional Religion"
11.15,8.78,13.13,7.19,Africa,West Africa,Interior West Africa,S Niger/ N Nigeria,Hausa Zazzagawa,Hausawa; Haoussa; Mgbakpa; Kado; Al-Takari; Abakwariga,Tropical Gardeners,1954; 1963,8.0,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal960,Arawa,Afro-Asiatic,"Afro-Asiatic, Chadic, West Chadic, Hausa",ISO 639-3: hau,araw1280,Niger; Nigeria,62527,,
7.79,-5.06,6.53,-6.17,Africa,West Africa,Ivory Coast,Ivory Coast,Baoulé,Baule; Baoule,Tropical Gardeners,1954; 1955; 1961,11.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal718,Baoulé,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Bia",ISO 639-3: bci,baou1238,Ivory Coast,11870,,
10.12,9.83,10.29,10.03,Africa,West Africa,Nigeria,"Bauchi State, N Nigerian Plateau",Bankalawa Jarawa,Jaar,Tropical Gardeners,1957,5.0,Tropical Savannah,Aw,,,Jarawa (Nigeria),Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Jarawan, Nigerian Jarawan, Jarawaic",ISO 639-3: jar,jara1263,Nigeria,17535,,
6.88,9.26,8.75,9.58,Africa,West Africa,Nigeria,E C Nigeria,Tiv,Tivi,Tropical Gardeners,1958-59,4.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal782,Tiv,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Tivoid, Tiv-Evand, Tiv-Iyive-Otanga",ISO 639-3: tiv,tivv1240,Nigeria; Cameroon,27160,,
4.63,7.23,6.33,7.33,Africa,West Africa,Nigeria,"Igboland, S E Nigeria",Igbo,Ibo; Ebo; Iboe; Eboans; Heebo,Tropical Gardeners,1954; 1937-40,4.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal743,Igbo,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Nuclear Igboid",ISO 639-3: ibo,nucl1417,Nigeria,16996,,
9.89,8.85,9.03,9.47,Africa,West Africa,Nigeria,"Plateau State, C Nigerian Plateau",Anaguta,Anagata,Tropical Gardeners,1958-59,5.0,Tropical Savannah,Aw,AH-Sudan,scfal590,Iguta,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Jos",ISO 639-3: nar,igut1238,Nigeria,10528,,
9.99,8.82,9.03,9.47,Africa,West Africa,Nigeria,"Plateau State, C Nigerian Plateau",Angas,Ngas,Tropical Gardeners,1966,1.0,Tropical Savannah,Aw,AH-Sudan,scfal591,Ngas,Afro-Asiatic,"Afro-Asiatic, Chadic, West Chadic",ISO 639-3: anc,ngas1240,Nigeria,10649,,
7.15,3.67,7.73,4.3,Africa,West Africa,Nigeria,S W Nigeria,Yoruba,Akú; Aku,Tropical Gardeners,1920-1930; 1964-73,10.0,Tropical Savannah,Aw,AH-Tropical Forest,scfal787,Yoruba,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Nuclear Yoruba, Lucumi-Yoruba",ISO 639-3: yor,yoru1245,Nigeria,29107,,The Yoruba live in southwestern and north central Nigeria and are one of the largest ethnic groups in Africa. Most men are farmers while women run the markets. Today most Yoruba are either Christians or Muslims but they also maintain their belief in the traditional faith of their ancestors which is the source of religions such as Santeria. They celebrate major events with colorful festivals in which they wear masks representing forces of nature that are believed to quiet the spirits.
7.23,-8.25,7.31,-8.34,Africa,West Africa,S W West Africa,Ivory Coast/ N E Liberia,Dan,Dan,Tropical Gardeners,1954,1.0,Tropical Savannah,Aw,AH-Sudan,scfal616,Dan,Mande,"Mande, Eastern Mande, Mano-Dan, Dan-Toura",ISO 639-3: daf,dann1241,Ivory Coast; Liberia,15929,,
5.87,-8.93,6.69,-9.71,Africa,West Africa,S W West Africa,Liberia,Kru,,Tropical Gardeners,1954,1.0,Monsoon,Am,AH-Sudan,scfal648,Western Kru,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kru",,west2485,Liberia,19086,,
7.91,-10.99,7.54,-11.25,Africa,West Africa,S W West Africa,S E Sierra Leone,Mende,,Tropical Gardeners,1964,6.0,Monsoon,Am,AH-Sudan,scfal670,Mende (Sierra Leone),Mande,"Mande, Southwest Mande, Mende-Loma, Mende-Bandi, Mende-Loko",ISO 639-3: men,mend1266,Sierra Leone,21198,,
6.92,-9.96,7.55,-8.49,Africa,West Africa,S W West Africa,S Guinea/ N W Ivory Coast/ C Liberia,Kpelle,Guerze; Kpwesi; Sprd; Mpessi; Berlu; Gizima,Tropical Gardeners,1954,1.0,Monsoon,Am,AH-Sudan,scfal646,Kpelle,Mande,"Mande, Western Mande, Manding-Kpelle, Southwest Mande",ISO 639-3: kpe,kpel1252,Guinea; Liberia,19053,,
15.25,-15.38,13.59,-13.91,Africa,West Africa,Senegambia,Gambia/ S W Mauritania/ Senegal,Wolof,Wollof; Woloff; Joloff,African Pastoralists,1951; 1955-65,10.0,Warm Desert,BWh,AH-Savannah,scfal958,Wolof,Atlantic-Congo,"Atlantic-Congo, North-Central Atlantic, Wolof-BKK, Wolofic",ISO 639-3: wol,nucl1347,The Gambia; Mauritania; Senegal,28744,,"The Wolof are largely Muslim horticulturalists living in tropical grassland between the Gambia and Senegal rivers. Caste-like classes include praisers, minstrels, musicians and entertainers, géwél (griots). Wolof music was influenced by W. Africa and Muslim N. Africa. The sabar drum ensemble of tama (hourglass talking drum) and xalam, a five-stringed lute ancestral to the banjo was traditional."
12.76,-15.74,12.95,-16.2,Africa,West Africa,Senegambia,S W Senegal,Jola-Fonyi,Diola Fogny,Tropical Gardeners,1965,11.0,Tropical Savannah,Aw,Uah (Unclassified Animal Husbanders),scfal990,Jola-Fonyi,Atlantic-Congo,"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Joola-Manjaku, Jola",ISO 639-3: dyo,jola1263,Senegal,14598,,
-32.16,147.02,-26.42,151.93,Australia,European Australia,European Australia General,European Australia General,Anglo Australians,Aussies,Western Europe,1953-57,3.0,?,?,,,Australian English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, English",,,Australia,11080,,European Australians also known as White Australians are citizens or residents of Australia whose ancestors originally migrated from Europe.
-12.29,135.34,-12.62,135.44,Australia,Northern Territory,Arnhem Land,N E Arnhem Land,Yolngu,"Yan-nhaŋu, Djinang, Djinba, Djaŋu, Dangu, Rembarrnga, Ritharngu, Dhuwal, Dhuwala People, Yirrkala",Circum-Pacific Hunter/ Foragers,1948; 1949; 1962,9.0,Tropical Savannah,Aw,,,Yolŋu Matha (Yuulngu),Pama–Nyungan,Pama–Nyungan,,yuul1239,Australia,30080,,"The Yolngu are an aggregation of aboriginal Australian people living in north-eastern Arnhem Land of the Northern Territory of Australia. Yolngu means “person” in the Yolngu language. They belong to kinship groups divided into two moieties, the Yirritja and the Dhuwa. Each moiety owns their own lands and has their own language, totems, and worldview. If a man is Yirritja he must marry a Dhuwa woman. Children belong to their father’s moiety. Each moiety owns its own land and everything in the natural world belongs to one or the other moiety."
