song_id,Local_lat,Local_long,Homeland_lat,Homeland_long,culture_id,Audio_notes,Duration,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Gender of Vocalists,Lyrics,Recorded_by,Year,Publisher,Publcation_collection,Repository
1106,15.33,-61.24,,,14697,,0:01:51,T1134.7,Nainaire-o Bois Hole,Boat Song; Work Song; Hauling Song,Boat pulling song,Emerson Alphonse,Male Voice,Men,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1107,15.33,-61.24,,,14697,,0:01:50,T1134.4,Malheure Ouvrier,Work Song; Building Song; Hauling Song,House pulling song,Nicholson Alphonse,Male Voice,Men,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1108,15.33,-61.24,,,14697,,0:01:43,T1133.14,Ti Boy-o,Work Song,Digging song,Nicholson Alphonse,Male Voice,Men,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1143,15.33,-61.24,,,14697,,0:01:39,T1128.16,In and Out the Windows,Game Song,"Game song. A slow, 3/4-time tune for a circle game song that usually employs a bouncy 4/4 rhythm.",Garrynamonie schoolchildren,Childrens' Voices,Mixed children,"In and out the windows, in and out the windows,
In and out the windows, as we ’ave done before.

Etc., as above: Stand and face your lover // Kneel down beside ‘er. // Follow her to London. // Shaking hands in London. // I’ll tell the bobby* [policeman]

* I’ll tell the bobby” seems an inessential addition, and has a separate life in Dundee — “Eh’ll tell the boabby if ye lay a hand on me.""",Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1144,15.33,-61.24,,,14697,,0:02:54,T1129.5,Erie Couche Y Parca Leve,Paseo,Paseo,"Christian Beaupierre, Renold Pascal, Peter Prosper, Hilton Sorhando, Benort Zavier",5 Male Voices,Men,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1145,15.33,-61.24,,,14697,,0:03:08,T1130.8,Mwen Pa Danse,Calypso,Calypso,"Christian Beaupierre, Renold Pascal, Peter Prosper, Hilton Sorhando, Benort Zavier",4 Male Voices,Men,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1146,15.33,-61.24,,,14697,Old audio file # T5475R25,0:01:19,T1128.1,In a Fine Castle,Children's Song; Game Song; Courtship Song,"Children’s game songs, sung on every island, form one of the richest veins of Caribbean music. They have been the training ground for young girls, and to a lesser extent boys, both musically and as preparation for courtship. Caribbean play songs, like most other musical traditions in the region, have multiple origins; some bear an obvious African imprint, others clearly stem from European sources, while yet others fall somewhere in between.

This apparently simple children’s song has a complex history. A courtship drama, it resembles the ancient British song game “Three Knights from Spain,” which originated in the medieval courts of France and Italy, then spread to Great Britain, from where, in the nineteenth century, it traveled to the Caribbean and the United States. During World War II it returned to Great Britain via U.S. Air Force personnel and immigrant West Indian families.",Chorus of children,Children's Voices,Mixed children,"Mine is the prettiest –
Do you hear my sisi-o? 
Mine is the prettiest –
Do you hear my sisi-o?
[“sisi” is the local name for a type of bird, the bananaquit]

I want one of them.
Do you hear my sisi-o?
I want one of them.
Do you hear my sisi-o?

Which of them do you want?
Do you hear my sisi-o?
Which of them do you want?
Do you hear my sisi-o?

I want Miss Franswa.
Do you hear my sisi-o?
I want Miss Franswa.
Do you hear my sisi-o?

What will you give her?
Do you hear my sisi-o?
What will you give her?
Do you hear my sisi-o?

I’ll give her a pair of shoes.
Do you hear my sisi-o?
I’ll give her a pair of shoes.
Do you hear my sisi-o?

Well, Miss Franswa,
Go and take your pair of shoes.
Well, Miss Franswa,
Go and take your pair of shoes.

In a fine castle –
Do you hear my sisi-o?
In a fine castle –
Do you hear my sisi-o?

Mine is the prettiest,
Do you hear my sisi-o?
Mine is the prettiest,
Do you hear my sisi-o? ",Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1147,15.33,-61.24,,,14697,Old audio file # T5475R32,0:05:00,T1129.8,Annou Hele Houle,Paseo,"Jing-ping music has a special connection to wedding celebrations. This buoyant dance tune summarizes the roots creole music of Dominica, which has not only influenced zouk and, indirectly, soca, but has also been revived by the most recent cutting-edge bands on the island and abroad.","Christian Beaupierre, Renold Pascal, Peter Prosper, Hilton Sorhando, Benort Zavier",4 Male Voices,Men,"Annou hele, “Houre!”
Annou hele, “Bwavo!”
Annou hele, “Houre,
Houre pou nou maye!”

Si ou le on bon dòmi,
Annou desann kote Chocho.
Lè ou ale kote Chocho,
Sa pe on bon dòmi.

Translation:
Let’s shout, “Hooray!”
Let’s shout, “Bravo!”
Let’s shout, “Hooray,”
For us to get married!”

If you want a good night’s sleep,
Let’s go down to Chocho’s place.
When you go down to Chocho’s place,
That should be a good night’s sleep!",Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1156,15.3,-61.37,,,14697,,0:03:37,T1127.6,No More Love for You Again,Jing Ping; Merengue; Dance Song,"Jing-ping music of Dominica epitomizes the seamless fusion of European and African musical aesthetics that remains the hallmark of village bands across the Caribbean. Like their counterparts elsewhere in the region, jing-ping bands specialize in creolized versions of European dances such as the quadrille, mazurka (mazouk), and polka; some of them have also adopted and refashioned trans-Caribbean popular styles such as the mÈringue/merengue.

A typical jing-ping band features accordion; a large frame drum known as tamboo, tambal, or lapo-kabwit; a scraped percussion instrument known as syak, or gwaj (grage); a rattle known as chac-chac; a bass wind instrument made of bamboo (or more recently, the exhaust pipe of a car), called boom pipe or boom-boom; and sometimes other percussion. 
Occasionally a banjo or guitar also appears.

In this fine example of a jing-ping performance, a song with mixed English and French Creole lyrics is backed by an indigenized mÈringue rhythm. The staggered entry of the instruments at the beginning – the way they gradually come in one after the other, creating multiple layers – is but one of the many ways in which a fundamentally African (and Afro-American) aesthetic shines through in this piece.

Jing-ping music exerted an important influence on the popular cadence-lypso style that developed in Dominica in the 1970s, which in turn fed into the zouk music that exploded onto the French Antillean and Parisian pop music scenes in the early 1980s.","Oliver Andrew, boom pipe, Cecil Austrie, palito, Everard DeJean, lead vocal and accordion, Augustus Edward, tamboo drum, Raymond Giraudel, chac-chac",Male Voice; Boom Pipe; Palito; Accordion; Tamboo Drum; Chac-Chac,Men,"No more love for you again, oh
No more love for you again [. . .]

Ti-mamay, pa fË mwen konsa! 
Ti-mamay, pa danse konsa!  (Etc.)

Translation:
Children, don’t do this to me!
Children, don’t dance like that! (Etc.)",Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1157,15.58,-61.32,,,14697,,0:03:29,T1139.6,Mi Misère,Quadrille; Dance Song,Dance tune by a quadrille ensemble,"Oliver Andrew, boom pipe, Cecil Austrie, palito, Everard DeJean, lead vocal and accordion, Augustus Edward, tamboo drum, Raymond Giraudel, chac-chac",Male Voice; Voices; boom pipe; palito; accordion; tamboo drum; chac chac,Men,,Alan Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1158,15.3,-61.37,,,14697,,0:02:16,T1127.9,"Quadrille, Set 2",Quadrille; Dance Song,Dance tune performed by a quadrille ensemble,"Oliver Andrew, boom pipe, Cecil Austrie, palito, Everard DeJean, lead vocal and accordion, Augustus Edward, tamboo drum, Raymond Giraudel, chac-chac",Male Voice; Boom Pipe; Palito; Accordion; Tamboo Drum; Chac-Chac,Men,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
480,12.47,-61.44,,,13223,,0:02:25,4B16.A3,Arada,Arada; Dance Song; Cult Song; For Ancestors,The Arada dance is one of the rites of Dahomean ancestor cults. Dahomean religious survival existed throughout the Francophone Caribbean.,"Drummers, male leader, mixed chorus",Male Voice; Mixed Voices; 2 Boulas; Cut Drum; Chac Chac; Rattles,Mixed adults,,Andrew C. Pearse,1956,Smithsonian Folkways,"The Big Drum Dance of Carriacou. Folkways FE 04011, 1956","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress"
1039,12.47,-61.44,,,13223,,0:02:00,T1196.2,Drum Imitation,Vocal Imitation Of  Instrument,,"Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1148,12.47,-61.44,,,13223,,0:03:45,T1194.5,Gran Bélé,Bélé; Dance Song; Nation Dance; Big Drum Dance,"Bélé, one of the Big Drum Nation dances","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1149,12.47,-61.44,,,13223,,0:04:02,T1194.6,Femme-la Ka Élé-o,Bongo Song; Dance Song; Nation Dance; Big Drum Dance,"Bongo, one of the Big Drum Nation dances","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1150,12.47,-61.44,,,13223,,0:03:11,T1194.4,Ju Noel Juba-lo,Juba; Nation Dance; Big Drum Dance,"Juba, one of the Big Drum Nation dances","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,"Juba we will dance in Gawe. 
Ju noel nu kai dance kawe [ka vl’é]  

[“On Christmas day we will dance as we please”].",Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1151,12.47,-61.44,,,13223,,0:04:32,T1194.7,Plante Yon Banana,Bongo Song; Dance Song; Nation Dance; Banana Song,Bongo song,"Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Antoinette Marchand,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1152,12.47,-61.44,,,13223,,0:02:12,T1194.12,Corporal Williams,Dance Song; Kalenda; Nation Dance; Big Drum Dance,"Here we have an example of kalinda from Carriacou. In one form or another, kalinda, like bÈlÈ, appears to have spread to virtually all those parts of the Caribbean either formerly under French control or significantly affected by the French slave trade. Afro-creole dances called kalinda (kalenda, calenda, etc.) are known to have existed in previous centuries in places as far removed from each other as Louisiana and Trinidad. 

Nowhere has a music-and-dance genre bearing this name left a more significant mark than in Trinidad, where kalinda stickfighting competitions – part of an African-influenced martial-art tradition with its own drumming and singing – were early on incorporated into Carnival and contributed significantly to the development of calypso. Yet despite its historical importance, kalinda is no longer a major part of Carnival in Trinidad, where stickfighting and drumming in general were repeatedly suppressed by British authorities as threatening to the social order. The dance and associated stickfighting tradition remain a vital part of the local Carnival in Carriacou, however, where it has also been incorporated into the Big Drum repertoire, a circumstance that undoubtedly has helped keep it alive. One theory even maintains that kalinda may even have been brought to Trinidad in the first place by migrating Carriacouans in the nineteenth century.

However that may be, the kalinda traditions of the two islands have continued to influence each other into this century. As a result, two kinds of kalinda are now played in Carriacou – an older variety, considered indigenous to the island, and a newer style, said to have been introduced to Carriacou by migrants returning from Trinidad. The association of kalinda with Carnival and stickfighting is apparent in the French Creole lyrics of the present selection, which beseech a police officer, Corporal Williams, to let the singer go, at least until Carnival is over. 

Lomax was told that this song is a “man kalinda,” meaning that it is one of the old, original kalindas traditional to Carriacou. Yet the theme of this song is very similar to that of the tamboo bamboo song from Trinidad. (In Trinidad the British also attempted to suppress the tamboo bamboo bands, which, like the kalinda drums, were sometimes used to provide music for stickfighting.)","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,"Chorus:
KÚpral Williams, mwen mande padÚn, ladje mwen!

KÚpral Williams, mwen mande ou padÚn, ladje mwen!
Mwen mande ou padÚn, ladje mwen!
Apwe Kanaval ou konn tchenbe mwen!
Mwen mande padÚn, ladje mwen!
Mwen mande ou, souplË, padÚnen mwen!
Mwen mande ou padÚn, ladje mwen!
Apwe Kanaval-a jije mwen! (Etc.)

Translation:
Chorus:
Corporal Williams, pardon me, let me go!

Corporal Williams, I’m asking you to pardon me, let me go!
I’m asking you to pardon me, let me go!
After Carnival hold me!
I’m asking you to pardon me, let me go!
I’m asking you, please, pardon me!
I’m asking you to pardon me, let me go!
After the Carnival prosecute me! (Etc.)",Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1153,12.47,-61.44,,,13223,,0:04:09,T1194.8,Temne Woman-o; benden song,Temné; Nation Dance,Temné nation song,"Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1154,12.47,-61.44,,,13223,,0:03:21,T1195.3,Old People's Kalinda,Kalenda; Dance Song; Nation Dance; Elders' Song,"Old people's Kalinda, Nation dance","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1155,12.47,-61.44,,,13223,,0:03:40,T1195.5,Oko,Kalenda; Nation Dance,"Kalenda, Stick dance, nation dance, Kromanti language","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1167,12.47,-61.44,,,13223,,0:02:53,T1195.12,Show Me The Road,Kalenda; Dance Song; Nation Dance; Big Drum Dance,"Kalenda, one of the Big Drum Nation dances","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1168,12.47,-61.44,,,13223,,0:02:03,T1195.9,"Waterloo My Boy, Turn Me Round",Game Song,“Wheeling” means swinging one’s partner with one’s arm encircling their waist.  This move is found in both Big Drum and quadrille choreography.,"Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",11 Mixed Voices,Mixed adults,"Alan Lomax recorded the following interview regarding this particular pass play song:

Man: Waterloo, well, I think Waterloo is a man name.  And it mean turn me ‘round, mean wheel me ‘round. But don’t wheel me too hard to break me neck!
Woman:  Me waist!
Man:  Me waist!

The lyrics to this pass play include the following:

Lead:  Waterloo, my boy, turn me round,
Chorus: Waterloo, my boy, turn me round.

Lead: Turn me ‘round, do not break me waist,
Chorus: Waterloo, my boy, turn me round. 

Turn me ‘round, do not break me waist,
Waterloo my boy, turn me ‘round. 

Waterloo, my boy turn me round,
Waterloo my boy turn me round.

Wheel me round, do not break me waist,
Waterloo, my boy, turn me round. 

Waterloo my boy turn me ‘round
Waterloo, my boy turn me ‘round. 

Turn me ‘round, do not break me waist,
Waterloo my boy turn me round.  (Etc.)",Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1169,12.47,-61.47,,,13223,,0:02:13,T1196.3,Djerika-o,Arada; Dance Song; Nation Dance; Big Drum Dance,"The little island of Carriacou, roughly two and a half miles wide by seven and a half miles long, harbors a surprisingly rich and varied musical culture. Among the most interesting components of this culture is a neo-African dance-drumming tradition known as Big Drum. Some of the most African music found in all of the Americas has been preserved in the “nation dances” that form the heart of the Big Drum repertoire. As in certain other parts of the New World, such as Brazil, Haiti, and Cuba, and as among the Maroons of Jamaica, a number of dance and music genres in Carriacou have maintained an explicit association with African “nations” from which the ancestors were drawn during the slavery era. 

Among the better-known nations remembered by name in Carriacou are Cromanti, Ibo, Manding, Arada, Temne, Moko, Congo, Chamba, and Banda – each of which has its own songs, rhythms and dance style. Some of these are names of historic places that played an important role in the African slave trade; others are broad ethnolinguistic labels encompassing a variety of African peoples living in the same region.

The nation dances of the Big Drum complex have traditionally played a vital role in Carriacouan social life, maintaining a link between the ancestors and the living – one of the main reasons for holding such dances being to honor these ancestors – and articulating relations between contemporary family groupings. (In addition to its African musical heritage, Carriacou is almost unique in the Caribbean in that its society once featured unilineal descent groups similar in their outlines to those found in many parts of Africa.)

The song heard here belongs to the Arada nation, which refers to ancestors brought from the general region of Dahomey, centered in what is today the Republic of Benin, most of whom were Fon, Ewe, or Mahi. The local name for this nation, Arada, is derived from Ardra (or Allada), an important Dahomean city during the era of the slave trade. Some parallels are Rada in Haiti and Trinidad and Arar· in Cuba, which refer to Dahomean-related social-religious categories and associated music and dance genres in those three islands. In Brazil, on the other hand, the corresponding Dahomean “nations” are known as GÍgÍ or Mina, and among Jamaican and Surinamese Maroons, as Papa.

The West African background of the music in this selection is particularly clearly revealed in the rapid-tempo compound duple meter drumming, the primary pulse of which is divided into triplets. According to an informant of anthropologist Donald Hill, this song is about an individual named Derrick, who was “lost in the high woods”; the singer resolves to find him.","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, lead singer, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,"Djerika, ay papa,
Djerika-o, ay manman,
Djerika-o!
Djerika, wa ko,
Dahome [Dahomey]!
(verse repeated numerous times)

Chorus:
Djerika-o,
Djerika,
Djerika-o,
Djerika, woy-o
Dahome!        
O Djerika, mi mwen,
Se Djerika mwen touvÈ! [It’s Djerika (Derrick?) I’ve found]

Djerika-o,
Djerika, wa ko,
Dahome!
(verse repeated numerous times)

O Djerika, gwan bwa [high woods],
Djerika-o, ay manman,
Djerika-o,
Djerika, wa ko,
Dahome!",Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1170,12.47,-61.47,,,13223,,0:02:09,T1198.8,Madame Gila-o,Bélé Carré; Bélé; Dance Song; Nation Dance; For Ancestors; For The Dead; Big Drum Dance,"Creole Bélé Carré, big drum dance at tombstone feast for dead parents","Ferguson Adams, Daniel Aikens, Larena Clement, May Fortune, Mannie James, Caddy Lazarus John, Jemina Joseph, Beatrice Lazarus, Tida Lazarus, Mrs. Silvisa, Matilda Noel",Male Voice; 4 Female Voices; 8 Mixed Voices; 2 Boula; 1 Cut Drum; Chac Chac,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1206,12.47,-61.44,,,13223,Old audio file #T5473R40,0:01:50,T1195.7,"Hush Baby, Hush ",Lullaby,Lullaby,Tida Lazarus,Female Voice,Women,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1274,12.47,-61.47,,,13223,,0:03:11,T1187.4,Oh I'm an Israelite,Anthem,Anthem,"Daniel Aikens, Phina Boatswain, Beatrice Dick, Martha Dick, Lucianne Duncan, Millicent Duncan, Sweet Honey Duncan, Edith Hector, Margaret Henry, Mrs. Jean Pierre, Joseph Jerome, Sheret Joseph, Virginia Joseph, Faith Lawrence, Prince Lawrence, Theresa Lazarus, Derrick Lejen, James Newton, Lawrence Solon, Virginia Sylvester",Male Voice; 21 Mixed Voices,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1275,12.47,-61.47,,,13223,,0:05:13,T1187.1,No Ways Tired,Spiritual,Spiritual,"Daniel Aikens, Phina Boatswain, Beatrice Dick, Martha Dick, Lucianne Duncan, Millicent Duncan, Sweet Honey Duncan, Edith Hector, Margaret Henry, Mrs. Jean Pierre, Joseph Jerome, Sheret Joseph, Virginia Joseph, Faith Lawrence, Prince Lawrence, Theresa Lazarus, Derrick Lejen, James Newton, Lawrence Solon, Virginia Sylvester",Male Voice; 21 Mixed Voices,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1276,12.47,-61.47,,,13223,,0:02:49,T1186.9; CHB2A2.8,Gone to Nineveh,Anthem,"This selection was recorded at a nine-night wake, an observance held for the spirit of a deceased person nine nights after death. Such all-night ceremonies typically feature Protestant hymns known as sankeys, as well as spiritual songs with a more clearly local flavor called anthems. The style of singing used at these wakes has been influenced by the Spiritual Baptist tradition of Trinidad and bears a clear resemblance to the Afro-Protestant singing heard at wakes in that island and in other parts of the former British Caribbean such as Jamaica, which has a similar nine-night tradition. 

Underlying the European-sounding melody and biblical theme of this Carriacouan anthem is a fundamentally Afro-Caribbean performance style manifested not only in the short, antiphonal repeating chorus but also in the improvisational use of vocables and other rhythmic vocalizations to create a complex, communal weave of interlocking parts.","Daniel Aikens, Phina Boatswain, Beatrice Dick, Martha Dick, Lucianne Duncan, Millicent Duncan, Sweet Honey Duncan, Edith Hector, Margaret Henry, Mrs. Jean Pierre, Joseph Jerome, Sheret Joseph, Virginia Joseph, Faith Lawrence, Prince Lawrence, Theresa Lazarus, Derrick Lejen, James Newton, Lawrence Solon, Virginia Sylvester",Male Voice; 21 Mixed Voices,Mixed adults,"Chorus:
Jonah gone to Nineveh.

Where Jonah gone?
Jonah gone away,
Jonah get away,
Jonah run away,
Oh, Jonah never die.
Where Jonah gone? (Etc.)",Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1277,12.47,-61.47,,,13223,,0:02:12,T1186.7,Be on Time,Anthem,Sankey anthem,"Daniel Aikens, Phina Boatswain, Beatrice Dick, Martha Dick, Lucianne Duncan, Millicent Duncan, Sweet Honey Duncan, Edith Hector, Margaret Henry, Mrs. Jean Pierre, Joseph Jerome, Sheret Joseph, Virginia Joseph, Faith Lawrence, Prince Lawrence, Theresa Lazarus, Derrick Lejen, James Newton, Lawrence Solon, Virginia Sylvester",Male Voice; 21 Mixed Voices,Mixed adults,"Like the falling of a leaf,
Like the pining of a sheep,
Be on time.

Be in time, be in time,
When the voice of Jesus call you,
Be on time.",Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1278,12.47,-61.47,,,13223,,0:01:34,T1186.5,Come Le' We Go,Hymn,Sankey hymn,"Daniel Aikens, Phina Boatswain, Beatrice Dick, Martha Dick, Lucianne Duncan, Millicent Duncan, Sweet Honey Duncan, Edith Hector, Margaret Henry, Mrs. Jean Pierre, Joseph Jerome, Sheret Joseph, Virginia Joseph, Faith Lawrence, Prince Lawrence, Theresa Lazarus, Derrick Lejen, James Newton, Lawrence Solon, Virginia Sylvester",Male Voice; 21 Mixed Voices,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1279,12.47,-61.47,,,13223,,0:03:17,T1186.1,Wake Anthem ,Anthem; Hymn; Wake Song,Hymn from book,"Daniel Aikens, Phina Boatswain, Beatrice Dick, Martha Dick, Lucianne Duncan, Millicent Duncan, Sweet Honey Duncan, Edith Hector, Margaret Henry, Mrs. Jean Pierre, Joseph Jerome, Sheret Joseph, Virginia Joseph, Faith Lawrence, Prince Lawrence, Theresa Lazarus, Derrick Lejen, James Newton, Lawrence Solon, Virginia Sylvester",Male Voice; 21 Mixed Voices,Mixed adults,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1280,12.05,-61.75,,,13223,,0:02:02,T1210.1,Demba-o,Story Song,Story song in Kréyol,"Ferguson Adams, Charles Bristol, Newton Joseph, Lawrence Solon",4 Male Voices,Men,,Alan Lomax with Anna Lomax,1962,ACE Online Archive 2012,"Caribbean Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
