society_id,Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,Society_summary,Notes_1,Notes_2,Culture Sources
15247,-2.88,132.26,,,-3.11,133.0,Oceania,Melanesia,"Papua, Indonesia",Fakfak Reg,Fakfak,,W Bomberai,,,Melanesian Peoples,Warm Latitude Gardeners,1940,Tropical Rainforest,Af,,,1.0,,,,Iha,ISO 639-3: ihp,ihaa1241,language,ihaa1241,west2604,Indonesia,,Fakfak on Babar Island is the only town in West Papua with a Muslim Indian and Arab Indonesian presence.,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoihaa1241 @Ethnoihp @WikiFakfak
25191,-2.61,140.56,,,-2.61,140.52,Oceania,Melanesia,"Papua, Indonesia","Lake Sentani, Jayapura Reg",Sentani,Buyaka; East Bird’s Head-Sentani,Sentanic,,,Melanesian Peoples,Warm Latitude Gardeners,1965,Tropical Rainforest,Af,,,1.0,,,,Sentani,ISO 639-3: set,nucl1632,language,nucl1632,sent1261,Indonesia,,"The Sentani have a hierarchical social structure, including both chiefs and commoners. Until the early twentieth century, the chief's house was the largest structure in the village and was frequently decorated with carvings depicting a variety of subjects. Lake Sentani is a shallow lake at the extreme northeast the Indonesian province of Papua, near Jayapura City. The Sentani believe it to be the home of rainbows. It is part of the Cyclops Strict Nature Reserve and contains many species of fish not found anywhere else in the world. The Sentani inhabit the islands, perimeter and environs of the lake, and still have a traditional subsistence economy based on fishing and sago harvesting, which has been sustainable for centuries. They build houses on posts over the lake; resulting sewage in the lake enriches nutrients and also leads to high counts of coliform bacteria. Catches have lately diminished, whether as a result of overfishing, pollution or introduction of foreign species is unclear.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonucl1632 @Ethnoset @WikiLakeSentani
21665,-3.73,136.89,,,-3.78,136.42,Oceania,Melanesia,"Papua, Indonesia","Paniai Reg, C Papuan Highlands",Moni,Migani; Megani; Djonggunu; Jonggunu,Paniai Lakes Papuan,,,Melanesian Peoples,Warm Latitude Foragers,1973,Tropical Rainforest,Af,,,1.0,,,,Moni,ISO 639-3: mnz,moni1261,language,moni1261,nucl1709,Papua New Guinea,,"The Moni people are native people to the Indonesian Paniai regency of the Papua province of West Papua, of the island of New Guinea. They speak the Moni language.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomoni1261 @Ethnomnz @WikiMoni
19790,-16.25,167.5,,,-16.33,167.54,Oceania,Melanesia,Rep of Vanuatu,Malekula Island,Mbotgote,Santo; Lendombue,C Vanuatu Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1969,Tropical Rainforest,Af,,,1.0,,,,Letemboi,,lete1242,dialect,lete1241,aust1307,Vanuatu,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottolete1242
26566,-19.51,169.33,,,-19.52,169.34,Oceania,Melanesia,Rep of Vanuatu,Tanna Island,Tanna,Tanna; Ipare; Tana,S Vanuatu Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1969,Tropical Rainforest,Af,AH-Melanesia,scfal458,1.0,,,,Southwest Tanna,,sout2869,language,sout2869,aust1307,Vanuatu,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiTannaIsl @Glottosout2869
16825,-9.43,159.95,,,-9.59,160.16,Oceania,Melanesia,Solomon Islands,Guadalcanal Island,Honiara,,Malaitan Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1950,Tropical Rainforest,Af,,,1.0,,,,Pijin,ISO 639-3: pis,piji1239,language,piji1239,indo1319,Solomon Islands,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnopis @WikiHoniara @Glottopiji1239
27490,7.41,151.78,,,7.47,151.75,Oceania,Micronesia,C Micronesia,"Chuuk Lagoon, Caroline Islands",Truk,Chuuk; Chuukese; Aramasen Chuuk,Trukic Austronesian,,,Micronesian Peoples,Warm Latitude Gardeners,1947-48,Tropical Rainforest,Af,AH-Western Maritimes,scfal490,1.0,,,,Chuukese,ISO 639-3: chk,chuu1238,language,chuu1238,aust1307,Federated States of Micronesia,,"The Chuukese, also spelled and known as Trukese, are an Austronesian-speaking indigenous group native to the island of Chuuk and its surrounding islands and atolls.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnochk @WikiChuukLagoon @Glottochuu1238
22672,-19.05,-170.12,,,-19.07,-169.86,Oceania,Polynesia,Niue Island,Niue Island,Niuean,Niue-fekai; Nuku-tulea; Nuku-tutaha; Motu-tefua; Fakahoa-motu; Savage Island,Polynesian Austronesian,,,Polynesian Peoples,Warm Latitude Gardeners,1984,Tropical Rainforest,Af,AH-Eastern Maritimes,scfal506,1.0,,,,Niuean,ISO 639-3: niu,niue1239,language,niue1239,aust1307,Niue Island,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnoniu @WikiNiue @Glottoniue1239
18283,-11.56,-53.53,,,-11.19,-55.65,South America,C South America,E Amazon Basin,Mato Grosso,Kayabí,Caiabi; Kajabí; Maquiri; Parua; Kayabi,Tupi-Guarani,,Tupian Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1952,Tropical Savannah,Aw,,,1.0,,,,Kayabí,ISO 639-3: kyz,kaya1329,language,kaya1329,tupi1275,Brazil,,"The Kayabí of Matto Grosso (Xingu Park and Apiaka-Kayabi) in Brazil maintain a strong connection to their lands, which embody life, wealth and divination. Their horticulture is extremely diversified, with dozens of varieties of domesticated plants and an elaborate system of swidden cultivation. There are four main seasons: the cutting down of shrubs and trees (May); the clearing of debris (June); the burning of clearings (August); and planting in September-October. two basic types of fields: poly-variety cassava fields; poly-cultural swidden fields for maize, cotton, peanut, potato, yam, banana, beans, sugarcane, pumpkin and watermelon and many other staples. The Kayabí diet mirrors their agriculture, with very varied dishes. Seafood and wild game are staples.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokaya1329 @Ethnokyz @WikiKayabi
19141,-12.1,-53.29,,,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Kuikuru,Apalakiri; Apalaquiri; Cuicutl; Guicurú; Kalapalo; Kurkuro; Kalapalo,Kuikuroan Cariban,,Cariban Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1955,Tropical Savannah,Aw,I-Amazon,scfal312,1.0,,,,Kuikúro-Kalapálo,ISO 639-3: kui,kuik1246,language,kuik1246,cari1283,Brazil,,"Domesticated plants, principally manioc, accounts for 85-90% of the Kuikuru diet. Using shifting cultivation the Kuikuru grow some forty-six varieties of poisonous manioc. Few have maize fields, but the harvest is shared village-wide. Sweet potatoes, peppers for seasoning, and piqui grown in manioc plots are seasonal, plus tobacco and urucú (gourds). To remove the prussic acid from manioc, the Kuikuru grate them and squeeze the pulp through a mat strainer into a flat bottomed pot. The course flour remaining on top of the strainer is placed in the sun to dry, as is the tapioca that settles to the bottom of the pot. Gruel is made from the coarse flour and beijú cakes from a combination of coarse and fine flour. Almost 100 species of fish are caught, mostly with the bow and arrow or with fish traps. Fishhooks are common today but lacking aboriginally. The highest yields are obtained through the use of the timbó vine, sections of which are pounded in the water. A fish-poisoning expedition, carried out in a lagoon or the shallow arm of a river when the water is low and the current slow, may yield about one-half a metric ton of fish.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnokui @WikiKuikuro @Glottokuik1246
12591,-7.71,-42.72,,,-7.62,-42.86,South America,E South America,Atlantic Brazilian Highlands,Piaui,Piaui,,N Brazil Latin Americans,,,South American Criollos/ Mestizos,Tropical Gardeners,1977,Tropical Savannah,Aw,,,1.0,,,,Brazilian Portuguese,,braz1246,dialect,port1283,indo1319,Brazil,,"Piaui is one of the states of Brazil’s Northeast Region. Its people have a mixture of European, indigenous, and African ancestry. In the north coastal region where colonial sugar plantations used African slaves, Afro-Brazilian culture predominates. Piaui Carnival includes local traditions like Bumba meu Boi, in which people dress as bulls. The main industries of the region are raising livestock and agricultural products (cotton, sugar and tobacco.) The forests produce rubber and carnauba wax.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobraz1246 @WikiPiaui
24311,-22.91,-43.17,,,-22.91,-43.17,South America,E South America,Atlantic Brazilian Highlands,Rio de Janeiro ,Rio,,S Brazil Latin Americans,,,South American Criollos/ Mestizos,Warm Latitude Gardeners,1977; 1980; 1985,Tropical Savannah,Aw,,,1.0,,,,Brazilian Portuguese,,braz1246,dialect,port1283,indo1319,Brazil,,"Rio de Janeiro is an ethnically diverse city of Europeans, Africans, and people of mixed ancestry. The culture brought by African slaves has influenced Brazilian life from samba, religion, and food to the Carnival celebrations in Rio. Skin color has been the basis of social distinction and Afro-Brazilians still refer to themselves as either pardo or preto. Preto are people with darker skin color; pardo refers to multiracial Brazilians; whites are called cariocas.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobraz1246 @WikiRio
28029,-32.52,-55.77,,,-32.58,-56.43,South America,E South America,Pampas,Uruguay,Uruguay Folk,Uruguayos,Uruguayo Criollo/ Mestizo,,,South American Criollos/ Mestizos,Western Europe,1950,"Temperate, No Dry Season, Hot Summer",Cfa,,,1.0,,,,Rioplatense Spanish,,riop1234,dialect,stan1288,indo1319,Uruguay,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiUruguayans @Glottoriop1234
13025,-26.73,-52.06,,,-24.56,-50.78,South America,E South America,S Brazilian Highlands,S Brazil,Kaingang,Caingangue; Kanhgág,Kaingangic Gê,,,Brazilian Highlands Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1955,"Temperate, No Dry Season, Hot Summer",Cfa,,,1.0,,,,Kaingang,ISO 639-3: kgp,kain1272,language,kain1272,nucl1710,Brazil,,"Traditionally, the Kaingáng of S. Brazil hunted and practiced horticulture, consuming their pumpkins, beans, and maize in season. The tiller of a garden had exclusive rights over it; if he died before the crop matured, his plants were destroyed. Kaingáng gathered pine nuts (basic to their diet) wild tubers, honey, birds' eggs, papayas, and other fruits. Manioc flour has replaced pindo (palm sago) in cooking. Hunting consumes great amounts of time",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokain1272 @Ethnokgp @WikiKaingang
13701,-18.74,-67.91,,,-14.72,-70.63,South America,N W South America,C Andes,Altiplano,Chipaya,,Uru-Chipaya,,,Andes Indigenous Peoples,Nuclear America,1977-78,Semi Arid Steppe Cold,BSk,,,1.0,,,,Chipaya,ISO 639-3: cap,chip1262,language,chip1262,uruc1242,Bolivia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottochip1262 @Ethnocap @WikiChipaya
62489,-22.79,-65.22,,,-14.72,-70.63,South America,N W South America,C Andes,Altiplano,Iruya,Village Argentines; Argentinians,Argentine Criollo/ Mestizo,,Latin S. America,South American Criollos/ Mestizos,,1960-67,Semi Arid Steppe Cold,BSk,,,1.0,,,,Rioplatense Spanish,,riop1234,dialect,stan1288,indo1319,Argentina,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiArgentina @Glottoriop1234 @WikiIruya
62587,-16.4,-71.53,,,-15.86,-72.25,South America,N W South America,C Andes,Arequipa Dept,Arequipa,Peruvian; Criollo; Peruvian Mestizo,Urban Peruvian Criollo/ Mestizo,,,South American Criollos/ Mestizos,Western Europe,1945,Semi Arid Desert Cold,BWk,,,1.0,,,,Andean Spanish,,ande1249,dialect,stan1288,indo1319,Peru,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiArequipa @Glottoande1249
13300,0.71,-79.05,,,0.77,-79.33,South America,N W South America,Ecuadorian Chocó,"Esmereldas Prov, N W Ecuador",Chachi,Cha'palaachi; Cayapa,Barbacoan,,,Ecuador Indigenous Peoples,Nuclear America,1955,Tropical Rainforest,Af,I-Amazon,scfal300,1.0,,,,Cha'palaa,ISO 639-3: cbi,chac1249,language,chac1249,barb1265,Ecuador,,"The Chachi (Cayapa) of the coastal lowlands of western Ecuador fished, hunted, and grew plantains, cassava, sugarcane, yams, and peppers with a few domestic animals. Fish and shellfish are abundant; many species of jungle animals are hunted.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottochac1249 @Ethnocbi @WikiChachi
13289,-22.6,-64.68,,,-25.13,-65.73,South America,W South America,S Andes,S Andean Yungas,Qulla,Kollas; Qollas; Colla; Kolla,Quechuan,,,Andes Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1956,"Temperate, Dry Winter, Hot Summer",Cwa,,,1.0,,,,Northwest Jujuy,,nort2975,dialect,sout2991,quec1387,Argentina,,"The Qulla lands are in the yungas, the high altitude forests bordering the Amazon rainforest in W. Bolivia, Chile and Argentina. The Qulla have de facto control of their pastures and farmland. Crops are privately owned pasture for goats and sheep are shared. A diet of corn, squash, sheep and goat meat. Is supplemented by the small birds hunted with slingshots by young boys.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiQulla @Glottonort2975
25427,34.65,75.29,,,35.55,73.43,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Gilgit-Baltistan/ Khyber Pakhtunkhwa,Shina,Shin,Dardic Peoples,,Himalayas/ Karakoram Peoples,Indo-Aryan Northwestern,Old Eurasia,1974,"Temperate, No Dry Season, Hot Summer",Cfa,,,1.0,,,,Shina,ISO 639-3: scl,shin1264,language,shin1264,indo1319,Afghanistan; Inda; Pakistan,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnoscl @WikiShina @Glottoshin1264
18448,37.17,68.25,,,35.19,72.8,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Khyber Pakhtunkhwa,Khattak,Khatak,Pashtun /Iranian (Ethnic Peoples),,Himalayas/ Khyber Peoples,Indo-Aryan Northwestern,Old Eurasia,1951; 1957,Semi Arid Steppe Hot ,BSh,,,1.0,,,,Kandahar Pashto,,kand1291,dialect,sout2649,indo1319,Afghanistan; Pakistan,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiKhattak @Glottokand1291
11617,16.57,76.97,,,19.56,79.82,South Asia,India,C India/ Central Tribes Area,Andhra Pradesh/ Madhya Pradesh/ Maharashtra/ Telangana,Banjara,Lambani; Gormati,Gujarati-Rajasthani,,Gujarati Tribes,Indo-Aryan Central,Warm Latitude Gardeners,1948-1950,Semi Arid Steppe Hot ,BSh,,,1.0,,,,Lambadi,ISO 639-3: lmn,lamb1269,language,lamb1269,indo1319,India,,"There are significant populations of Banjara in Maharashtra, Telangana, Karnataka, Madhya Pradesh, Uttar Pradesh, Punjab, Kashmir, Bengal, Gujara.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottolamb1269 @Ethnolmn @WikiBanjara
10594,19.47,77.72,,,19.25,78.06,South Asia,India,C India/ Central Tribes Area,Maharashtra/ Telangana,Andh,Khaltali; Vertali,Marathic  (Ethnic Peopes),,Central Indian Peoples,Indo-Aryan Southern,Warm Latitude Gardeners,1953,Tropical Savannah,Aw,,,1.0,,,,Andh,ISO 639-3: anr,andh1242,language,andh1242,indo1319,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoandh1242 @Ethnoanr @WikiAndh
13333,22.86,77.87,,,24.52,75.07,South Asia,India,C India/ Central Tribes Area,Malwa,C Indian Folk,,Central Hindustanis,,Central Indian Peoples,Indo-Aryan Central,Old Eurasia,1957,"Temperate, Dry Winter, Hot Summer",Cwa,,,1.0,,,,Hindi,ISO 639-3: hin,hind1269,language,hind1269,indo1319,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnohin @WikiMadhyaPradesh @Glottohind1269
17689,28.02,76.78,,,20.67,84.77,South Asia,India,E C India/ E Central Tribes Area,Odisha,Jhodia,Joria Paroja,Paroja (Ethnic Peoples),,E Central Hills Peoples,Indo-Aryan Eastern,Old Eurasia,,Tropical Savannah,Aw,,,1.0,,,,Odia,ISO 639-3: ory,oriy1255,language,oriy1255,indo1319,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnoory @WikiOdishaTribes @Glottooriy1255
23926,15.51,73.82,38.7,-9.18,15.38,73.98,South Asia,India,Western Ghats,Goa,Portuguese Goa,Goan; Goenkar; Goesa; Govekar,Goa Portuguese Colonists,,Eastern Indian Ocean,Latin Peoples,Western Europe,1957,Monsoon,Am,,,1.0,,,,Galician Portuguese,,gali1257,dialect,port1283,indo1319,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiLuso-Indian @Glottogali1257
15731,22.29,70.76,,,22.31,71.36,South Asia,India,Western Ghats,Gujarat,Saurashtra,Gauri,Gujarati-Rajasthani,,Western Ghats Peoples,Indo-Aryan Central,Old Eurasia,1957,Semi Arid Steppe Hot ,BSh,,,1.0,,,,Saurashtra,ISO 639-3: saz,saur1248,language,saur1248,indo1319,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnosaz @WikiSaurashtra @Glottosaur1248
12145,23.25,77.41,,,23.04,74.36,South Asia,India,Western Ghats/ N W India,Gujarat/ Madhya Pradesh/ Maharashtra/ Rajasthan,Bhil,Bheel,Bhili (Ethnic Peoples),,Western Ghats Peoples,Indo-Aryan Western,Warm Latitude Gardeners,1948-1950,Tropical Savannah,Aw,PA-Middle East,scfal1138,1.0,,,,Bhili,,bhil1251,language,bhil1251,indo1319,India,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiBhil @Glottobhil1251
10583,11.61,92.66,,,12.61,92.82,South Asia,India/ Bangladesh,Bay of Bengal,Andaman Islands,Jarawa,Andamanese; Negrito,Andamanese (Ethnic Peoples),,Bay of Bengal Peoples,Uniques,Warm Latitude Foragers,1953,Tropical Rainforest,Af,C-Africa,scfal2,1.0,,,,Jarawa (India),ISO 639-3: anq,jara1245,language,jara1245,jara1244,Bangladesh; India,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottojara1245 @Ethnoanq @WikiJarawas
24916,25.03,87.82,,,23.0,85.0,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Jharkand,Santhal Munda,Santal; Santhal; Satar; Sontal; Sonthal,Mundaic (Ethnic Peoples),,N Central Hills Peoples,Austroasiatic Peoples,Warm Latitude Gardeners,1948-1950,"Temperate, Dry Winter, Hot Summer",Cwa,PA-East Asian Irrigation,scfal1079,1.0,,,,Santali,ISO 639-3: sat,sant1410,language,sant1410,aust1305,India,,"The Santhal are a scheduled tribe from the Terai area of India and Nepal. Santhal religion has been well documented, and includes the belief in Marang buru, or Bonga, as the Supreme Deity. Though, the weight of belief falls on a court of spirits (Bonga), who handle different aspects of the world and who are placated with prayers and offerings in order to ward off evil influences. These spirits operate at the village, household, ancestor, and sub-clan level, along with evil spirits that cause disease and can inhabit village boundaries, mountains, water, tigers, and the forest. They speak Santali, a Munda language.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnosat @WikiSantal @Glottosant1410
10627,26.15,94.56,,,26.03,95.01,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Naga Hills,Angami Naga,,Naga (Ethnic Peoples),,Himalayan Peoples,Sino-Tibetan Peoples,Warm Latitude Gardeners,1953; 1961,"Temperate, Dry Winter, Hot Summer",Cwa,AH-Upland South Asia,scfal547,1.0,,,,Angami Naga,ISO 639-3: njm,anga1288,language,anga1288,sino1245,Bangladesh; India,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoanga1288 @Ethnonjm @WikiAngamiNaga
26489,27.67,85.63,,,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Tamang,Tamag,Nepalese (Ethnic Peoples,,Himalayan Peoples,Sino-Tibetan Peoples,Old Eurasia,1958,"Cold, Dry Winter, Cold Summer",Dwc,,,1.0,,,,Nuclear Tamang,,nucl1729,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,sino1245,Nepal,,"The Tamang people are considered to be as one of the indigenous communities of Nepal. Distinctive to Tamang folks are unique and complex marriage restrictions within the society. The Tamang people have a distinct genre of music, "" Tamang Selo"", which is performed with the Damplu instrument (musical instrument similar to a large tambourine), also known as Damphoo Dance, having a vigorous motion and rhythmic beat particular to the Tamangs.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiTamang @Glottonucl1729
22760,30.08,78.26,,,30.17,78.85,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Uttarakhand,Vedanta,,Monastic Hindu,,Himalayan Peoples,Indo-Aryan Northern,Old Eurasia,1962,"Temperate, Dry Summer, Warm Summer/ Cold Dry Winter, Warm Summer",Csb/ Dwb,,,1.0,,,,Hindi,ISO 639-3: hin,hind1269,language,hind1269,indo1319,India; Nepal; Pakistan; Tibet,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiVedanta @WikiRishikesh @Glottohind1269
22639,25.31,82.97,,,32.35,75.45,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills/ Indus Valley,"Jammu & Kashmir/ Punjab, India",N India Muslim,India-Muslim,Kashmiri Muslims,,Himalayan Peoples,Indo-Aryan Northern,Old Eurasia,1953,"Cold, No Dry Season, Warm Summer",Dfb,,,1.0,,,,Urdu,ISO 639-3: urd,urdu1245,language,urdu1245,indo1319,India; Nepal; Pakistan; Tibet,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiIslamIndia @Glottourdu1245
30192,-4.33,120.25,,,-1.92,120.43,Southeast Asia,Island S E Asia,Greater Sundas,Sulawesi,Makassarese,Makassar; Mangasara; Mengkasara; Macassar; Taena; Gowa,Makassar,,,Indonesian Peoples,Warm Latitude Foragers,1996-1997,Tropical Rainforest/ Monsoon,Af/ Am,PA-East Asian Irrigation,scfal1073,1.0,,,,Makasar,ISO 639-3: mak,maka1311,language,maka1311,aust1307,Indonesia,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiMakassar @Glottomaka1311
27393,-2.97,119.83,,,-1.92,120.43,Southeast Asia,Island S E Asia,Greater Sundas,Sulawesi,Toraja,Toradja,Torajans,,,Indonesian Peoples,Warm Latitude Foragers,1996-1997,Tropical Rainforest,Af,AH-Island Malay,scfal542,1.0,,1.0,,Pamona,,pamo1252,language,pamo1252,aust1307,Indonesia,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiToraja @Glottopamo1252 @Lomax1971-72Parlametrics
11859,2.13,98.25,,,-0.58,101.66,Southeast Asia,Island S E Asia,Greater Sundas,Sumatra,Karo,Batak Karo,Batak Peoples,,,Indonesian Peoples,Old Eurasia,1991,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1064,1.0,,,,Batak Karo,ISO 639-3: btx,bata1293,language,bata1293,aust1307,Indonesia,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobata1293 @Ethnobtx @WikiKaro
10891,-6.17,134.51,,,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Aru,Aru Islanders; Aroe,Aru Islanders,,,Moluccans,Warm Latitude Foragers,1940,Tropical Rainforest,Af,,,1.0,,,,Aru,,aruu1241,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,aust1307,Indonesia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiAru @Glottoaruu1241
18305,-5.64,133.02,,,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Kai Islanders,Kei,Kai Islanders,,,Moluccans,Warm Latitude Foragers,1940,Tropical Rainforest,Af,AH-Melanesia,scfal434,1.0,,,,Kei,ISO 639-3: kei,keii1239,language,keii1239,aust1307,Indonesia,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiKaiIslands @Glottokeii1239
20818,-2.09,146.88,,,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Manuwoko,Kemak,Manawoka Islanders,,,Moluccans,Warm Latitude Gardeners,1940,Tropical Rainforest,Af,,,1.0,,,,Kemak,ISO 639-3: kem,kema1243,language,kema1243,aust1307,Indonesia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokema1243
17150,15.94,120.99,,,16.6,121.19,Southeast Asia,Island S E Asia,N Philippines,Luzon,Ilocano,Ilokano; Iloko; Samtoy; Iloco; Ilokan,Ilocano,,,Philippines Indigenous Peoples,Warm Latitude Foragers,1956,"Monsoon, Tropical Savannah, Warm Oceanic Humid Subtropical","Am, Aw, Cfa",,,1.0,,1.0,,Iloko,ISO 639-3: ilo,ilok1237,language,ilok1237,aust1307,Philippines,,"The Ilocano live mostly along the coastal areas of the northern Philippines. Most are farmers, growing rice, corn, and root crops, and raising pigs, goats, and chickens on small plots of land in a harsh environment. This geographic disadvantage has made them a resourceful, hardworking, and frugal people. The Ilocano have a rich culture and take pride in their customs, songs, and dances. Family structure is patriarchal and family ties are strong. Most Ilocanos are Roman Catholics who hold on to indigenous belief in the power of dead souls to harm the living if not properly respected.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiIlocano @Glottoilok1237 @Lomax1971-72Parlametrics
62459,5.19,119.97,,,7.72,124.98,Southeast Asia,Island S E Asia,S Philippines,Mindanao,Sama,Sea Gypsies; Badjaw; Bajau Laut; Bajo; Luwa'an; Pala'au; Sama; Sama Dilaut; Turijene',Sama-Bajau Peoples,,Moro Peoples,Philippines Indigenous Peoples,,1953-73,Tropical Rainforest,Af,HF-Sea Gypsy,scfal280,1.0,,,,Southern Sama,,sout2918,language,sout2918,aust1307,Philippines,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiSama-Bajau @Glottosout2918
